full_school_name,school_name,player_name,position,height,weight,year,hometown,state,id
Michigan Wolverines,Michigan,Garrett Moores,QB,75,198,FR,"DETROIT, MI",MI,4296
Michigan Wolverines,Michigan,Garrett Moores,QB,75,199,FR,"DETROIT, MI",MI,4297
Michigan Wolverines,Michigan,James Ross III,LB,73,223,SO,"ORCHARD LAKE, MI",MI,4298
Michigan Wolverines,Michigan,Jack Wangler,WR,73,199,FR,"ROYAL OAK, MI",MI,4299
Michigan Wolverines,Michigan,Jack Wangler,WR,73,199,FR,"ROYAL OAK, MI",MI,4300
Michigan Wolverines,Michigan,Jeremy Jackson,WR,75,206,SR,"ANN ARBOR, MI",MI,4301
Michigan Wolverines,Michigan,Blake Countess,DB,70,181,JR,"OWINGS MILLS, MD",MD,4302
Michigan Wolverines,Michigan,DeAnthony Hardison,RB,68,185,FR,"DETROIT, MI",MI,4303
Michigan Wolverines,Michigan,DeAthony Hardison,RB,68,185,FR,"DETROIT, MI",MI,4304
Michigan Wolverines,Michigan,Reon Dawson,DB,74,175,FR,"TROTWOOD, OH",OH,4305
Michigan Wolverines,Michigan,Drake Johnson,RB,72,212,FR,"ANN ARBOR, MI",MI,4306
Michigan Wolverines,Michigan,Jeremy Gallon,WR,68,187,SR,"APOPKA, FL",FL,4307
Michigan Wolverines,Michigan,Jarrod Wilson,S,74,196,SO,"AKRON, OH",OH,4308
Michigan Wolverines,Michigan,Dennis Norfleet,WR,67,168,SO,"DETROIT, MI",MI,4309
Michigan Wolverines,Michigan,Delonte Hollowell,DB,69,175,JR,"DETROIT, MI",MI,4310
Michigan Wolverines,Michigan,Dymonte Thomas,DB,74,187,FR,"ALLIANCE, OH",OH,4311
Michigan Wolverines,Michigan,Jourdan Lewis,DB,70,159,FR,"DETROIT, MI",MI,4312
Michigan Wolverines,Michigan,Derrick Green,RB,71,220,FR,"RICHMOND, VA",VA,4313
Michigan Wolverines,Michigan,Will Hagerup,P,76,227,SR,"MILWAUKEE, WI",WI,4314
Michigan Wolverines,Michigan,Fitzgerald Toussaint,RB,70,200,SR,"YOUNGSTOWN, OH",OH,4315
Michigan Wolverines,Michigan,Ross Douglas,DB,70,176,FR,"AVON, OH",OH,4316
Michigan Wolverines,Michigan,Thomas Gordon,S,71,208,SR,"DETROIT, MI",MI,4317
Michigan Wolverines,Michigan,Nick Benda,LB,72,210,FR,"CHAMPION, MI",MI,4318
Michigan Wolverines,Michigan,Nick Benda,LB,72,210,FR,"CHAMPION, MI",MI,4319
Michigan Wolverines,Michigan,Blaise Stearns,WR,74,205,FR,"ANN ARBOR, MI",MI,4320
Michigan Wolverines,Michigan,Shaun Austin,S,73,204,FR,"PLYMOUTH, MI",MI,4321
Michigan Wolverines,Michigan,De'Veon Smith,RB,71,218,FR,"WARREN, OH",OH,4322
Michigan Wolverines,Michigan,Taco Charlton,DE,78,265,FR,"PICKERINGTON, OH",OH,4323
Michigan Wolverines,Michigan,Wyatt Shallman,RB,75,245,FR,"NOVI, MI",MI,4324
Michigan Wolverines,Michigan,Jeremy Clark,DB,76,201,FR,"MADISONVILLE, KY",KY,4325
Michigan Wolverines,Michigan,Brendan Gibbons,K,73,240,SR,"WEST PALM BEACH, FL",FL,4326
Michigan Wolverines,Michigan,Joe Bolden,LB,75,222,SO,"CINCINNATI, OH",OH,4327
Michigan Wolverines,Michigan,Joe Kerridge,FB,72,241,SO,"TRAVERSE CITY, MI",MI,4328
Michigan Wolverines,Michigan,AJ Pearson,DB,72,199,FR,"JONESBORO, GA",GA,4329
Michigan Wolverines,Michigan,Bobby Henderson,LB,71,226,FR,"HOPEWELL JUNCTION, NY",NY,4330
Michigan Wolverines,Michigan,Thomas Rawls,RB,70,217,JR,"FLINT, MI",MI,4331
Michigan Wolverines,Michigan,Sione Houma,FB,72,229,SO,"SALT LAKE CITY, UT",UT,4332
Michigan Wolverines,Michigan,Anthony Capatina,WR,69,179,JR,"NOVI, MI",MI,4333
Michigan Wolverines,Michigan,Dylan Esterline,TE,77,240,JR,"BLISSFIELD, MI",MI,4334
Michigan Wolverines,Michigan,Ben Gedeon,LB,75,215,FR,"HUDSON, OH",OH,4335
Michigan Wolverines,Michigan,Scott Sypniewski,LS,73,230,FR,"OTTAWA, IL",IL,4336
Michigan Wolverines,Michigan,Chris Wormley,DL,76,290,FR,"TOLEDO, OH",OH,4337
Michigan Wolverines,Michigan,Delano Hill,DB,72,198,FR,"DETROIT, MI",MI,4338
Michigan Wolverines,Michigan,Matt Wile,K,74,215,JR,"SAN DIEGO, CA",CA,4339
Michigan Wolverines,Michigan,J.J. McGrath,K,74,249,FR,"MACOMB, MI",MI,4340
Michigan Wolverines,Michigan,J.J. McGrath,K,74,249,FR,"MACOMB, MI",MI,4341
Michigan Wolverines,Michigan,Jake Ryan,LB,75,241,JR,"WESTLAKE, OH",OH,4342
Michigan Wolverines,Michigan,Desmond Morgan,LB,73,227,JR,"HOLLAND, MI",MI,4343
Michigan Wolverines,Michigan,Anthony Dalimonte,CB,69,170,FR,"BLOOMFIELD HILLS, MI",MI,4344
Michigan Wolverines,Michigan,Tom Strobel,DE,78,262,FR,"MENTOR, OH",OH,4345
Michigan Wolverines,Michigan,Greg Froelich,OL,74,272,FR,"DEERFIELD, MA",MA,4346
Michigan Wolverines,Michigan,Royce Jenkins-Stone,LB,74,215,SO,"DETROIT, MI",MI,4347
Michigan Wolverines,Michigan,Mario Ojemudia,DE,75,244,SO,"FARMINGTON HILLS, MI",MI,4348
Michigan Wolverines,Michigan,Richard Ash,DT,75,316,JR,"PAHOKEE, FL",FL,4349
Michigan Wolverines,Michigan,Jareth Glanda,LS,75,246,SR,"ROCHESTER HILLS, MI",MI,4350
Michigan Wolverines,Michigan,Jibreel Black,DT,74,276,SR,"CINCINNATI, OH",OH,4351
Michigan Wolverines,Michigan,David Dawson,OL,76,282,FR,"DETROIT, MI",MI,4352
Michigan Wolverines,Michigan,Joey Burzynski,OL,73,291,JR,"CARLSBAD, CA",CA,4353
Michigan Wolverines,Michigan,Ondre Pipkins,DT,75,308,SO,"KANSAS CITY, MO",MO,4354
Michigan Wolverines,Michigan,Frank Clark,DE,74,277,JR,"CLEVELAND, OH",OH,4355
Michigan Wolverines,Michigan,Patrick Kugler,OL,77,280,FR,"WEXFORD, PA",PA,4356
Michigan Wolverines,Michigan,Chris Bryant,OL,76,325,SO,"CHICAGO, IL",IL,4357
Michigan Wolverines,Michigan,Jack Doyle,LB,73,208,FR,"GROSSE POINTE FARMS, MI",MI,4358
Michigan Wolverines,Michigan,Jack Miller,OL,76,291,SO,"PERRYSBURG, OH",OH,4359
Michigan Wolverines,Michigan,Graham Glasgow,OL,78,303,SO,"AURORA, IL",IL,4360
Michigan Wolverines,Michigan,Blake Bars,OL,77,284,FR,"NASHVILLE, TN",TN,4361
Michigan Wolverines,Michigan,Ben Pliska,OL,75,280,FR,"KIRKLAND, WA",WA,4362
Michigan Wolverines,Michigan,Brandon Duba,LS,73,227,FR,"GRANDVILLE, MI",MI,4363
Michigan Wolverines,Michigan,Brandon Duba,LS,73,227,FR,"GRANDVILLE, MI",MI,4364
Michigan Wolverines,Michigan,Kyle Bosch,OL,77,307,FR,"SAINT CHARLES, IL",IL,4365
Michigan Wolverines,Michigan,Dan Liesman,LB,74,220,FR,"LANSING, MI",MI,4366
Michigan Wolverines,Michigan,Kyle Kalis,OL,77,297,FR,"LAKEWOOD, OH",OH,4367
Michigan Wolverines,Michigan,Erik Gunderson,OL,80,316,SR,"MILAN, MI",MI,4368
Michigan Wolverines,Michigan,Willie Henry,DT,74,306,FR,"CLEVELAND, OH",OH,4369
Michigan Wolverines,Michigan,Kristian Mateus,OL,79,306,JR,"ADA, MI",MI,4370
Michigan Wolverines,Michigan,Ben Braden,OL,78,314,FR,"ROCKFORD, MI",MI,4371
Michigan Wolverines,Michigan,Logan Tuley-Tillman,OL,79,285,FR,"PEORIA, IL",IL,4372
Michigan Wolverines,Michigan,Chris Fox,OL,78,338,FR,"PARKER, CO",CO,4373
Michigan Wolverines,Michigan,Maurice Hurst Jr.,DT,74,305,FR,"WESTWOOD, MA",MA,4374
Michigan Wolverines,Michigan,Dan Samuelson,OL,77,275,FR,"PLYMOUTH, MI",MI,4375
Michigan Wolverines,Michigan,Michael Schofield,OL,79,303,SR,"ORLAND PARK, IL",IL,4376
Michigan Wolverines,Michigan,Quinton Washington,DT,76,305,SR,"SAINT STEPHEN, SC",SC,4377
Michigan Wolverines,Michigan,Taylor Lewan,OL,80,308,SR,"CAVE CREEK, AZ",AZ,4378
Michigan Wolverines,Michigan,Erik Magnuson,OL,78,286,FR,"SAN DIEGO, CA",CA,4379
Michigan Wolverines,Michigan,Khalid Hill,TE,74,230,FR,"DETROIT, MI",MI,4380
Michigan Wolverines,Michigan,Csont'e York,WR,75,185,FR,"HARPER WOODS, MI",MI,4381
Michigan Wolverines,Michigan,Amara Darboh,WR,74,213,SO,"DES MOINES, IA",IA,4382
Michigan Wolverines,Michigan,Jaron Dukes,WR,76,197,FR,"COLUMBUS, OH",OH,4383
Michigan Wolverines,Michigan,A.J. Williams,TE,78,265,SO,"CINCINNATI, OH",OH,4384
Michigan Wolverines,Michigan,Joe Reynolds,WR,73,200,SR,"ROCHESTER, MI",MI,4385
Michigan Wolverines,Michigan,Jehu Chesson,WR,75,193,FR,"SAINT LOUIS, MO",MO,4386
Michigan Wolverines,Michigan,Devin Funchess,TE,77,228,SO,"FARMINGTON HILLS, MI",MI,4387
Michigan Wolverines,Michigan,Jake Butt,TE,78,231,FR,"PICKERINGTON, OH",OH,4388
Michigan Wolverines,Michigan,Jonathan Keizer,WR,77,212,SO,"PORTAGE, MI",MI,4389
Michigan Wolverines,Michigan,Kenny Allen,K,75,212,FR,"FENTON, MI",MI,4390
Michigan Wolverines,Michigan,Alex Mitropoulos-Rundus,DL,74,244,SO,"ANN ARBOR, MI",MI,4391
Michigan Wolverines,Michigan,Keith Heitzman,DE,75,277,SO,"HILLIARD, OH",OH,4392
Michigan Wolverines,Michigan,Garrett Miller,DL,0,0,FR,--,--,4393
Michigan Wolverines,Michigan,Jordan Paskorz,TE,75,251,JR,"GIBSONIA, PA",PA,4394
Michigan Wolverines,Michigan,Michael Jocz,TE,76,213,FR,"NOVI, MI",MI,4395
Michigan Wolverines,Michigan,Ryan Glasgow,DL,76,295,FR,"AURORA, IL",IL,4396
Michigan Wolverines,Michigan,Brennen Beyer,LB,75,254,JR,"CANTON, MI",MI,4397
Michigan Wolverines,Michigan,Devin Gardner,QB,76,210,JR,"DETROIT, MI",MI,4398
Michigan Wolverines,Michigan,Matthew Godin,DE,78,277,FR,"NOVI, MI",MI,4399
Michigan State Spartans,Michigan State,Darian Hicks,CB,70,176,FR,"SOLON, OH",OH,4400
Michigan State Spartans,Michigan State,Macgarrett Kings Jr.,WR,70,186,SO,"FORT LAUDERDALE, FL",FL,4401
Michigan State Spartans,Michigan State,Mike Sadler,P,72,192,JR,"GRAND RAPIDS, MI",MI,4402
Michigan State Spartans,Michigan State,Michael Geiger,K,68,186,FR,"TOLEDO, OH",OH,4403
Michigan State Spartans,Michigan State,DeAnthony Arnett,WR,71,175,JR,"SAGINAW, MI",MI,4404
Michigan State Spartans,Michigan State,Mylan Hicks,CB,71,196,JR,"DETROIT, MI",MI,4405
Michigan State Spartans,Michigan State,Damion Terry,QB,75,222,FR,"ERIE, PA",PA,4406
Michigan State Spartans,Michigan State,Demetrious Cox,S,73,199,FR,"JEANNETTE, PA",PA,4407
Michigan State Spartans,Michigan State,Tyler O'Connor,QB,75,215,FR,"LIMA, OH",OH,4408
Michigan State Spartans,Michigan State,Lawrence Thomas,DL,75,305,SO,"DETROIT, MI",MI,4409
Michigan State Spartans,Michigan State,Evan Fischer,K,70,175,FR,"HOLT, MI",MI,4410
Michigan State Spartans,Michigan State,Isaiah Lewis,S,70,208,SR,"INDIANAPOLIS, IN",IN,4411
Michigan State Spartans,Michigan State,Andrew Maxwell,QB,75,210,SR,"MIDLAND, MI",MI,4412
Michigan State Spartans,Michigan State,Robert Aiello,WR,0,0,SR,--,--,4413
Michigan State Spartans,Michigan State,Jamal Lyles,DE,75,246,FR,"SOUTHFIELD, MI",MI,4414
Michigan State Spartans,Michigan State,R.J. Shelton,RB,71,204,FR,"BEAVER DAM, WI",WI,4415
Michigan State Spartans,Michigan State,Bennie Fowler,WR,73,212,SR,"BLOOMFIELD, MI",MI,4416
Michigan State Spartans,Michigan State,Chris Laneaux,S,71,190,SO,"KALAMAZOO, MI",MI,4417
Michigan State Spartans,Michigan State,Tony Lippett,WR,75,191,JR,"DETROIT, MI",MI,4418
Michigan State Spartans,Michigan State,Trae Waynes,CB,73,185,SO,"KENOSHA, WI",WI,4419
Michigan State Spartans,Michigan State,Aaron Burbridge,WR,73,195,SO,"FARMINGTON HILLS, MI",MI,4420
Michigan State Spartans,Michigan State,Tommy Vento,QB,73,195,SO,"FARMINGTON HILLS, MI",MI,4421
Michigan State Spartans,Michigan State,Trey Kilgore,WR,73,175,FR,"CINCINNATI, OH",OH,4422
Michigan State Spartans,Michigan State,Zac Leimbach,DB,71,193,FR,"WALLED LAKE, MI",MI,4423
Michigan State Spartans,Michigan State,Kevin Muma,K,72,206,SR,"TROY, MI",MI,4424
Michigan State Spartans,Michigan State,Connor Cook,QB,76,218,SO,"HINCKLEY, OH",OH,4425
Michigan State Spartans,Michigan State,Michael Topolinski,DB,73,237,SO,"RICHMOND HILLS, ON",ON,4426
Michigan State Spartans,Michigan State,Danny Folino,LB,69,212,SR,"OKEMOS, MI",MI,4427
Michigan State Spartans,Michigan State,AJ Troup,WR,74,205,SO,"MINNEAPOLIS, MN",MN,4428
Michigan State Spartans,Michigan State,Nick Hill,RB,68,198,JR,"CHELSEA, MI",MI,4429
Michigan State Spartans,Michigan State,Eli-Kevin Phillips,DB,72,179,FR,"DETROIT, MI",MI,4430
Michigan State Spartans,Michigan State,Andre Sims Jr.,WR,69,185,SO,"SNELLVILLE, GA",GA,4431
Michigan State Spartans,Michigan State,Justin Williams,CB,73,180,FR,"PORT SAINT LUCIE, FL",FL,4432
Michigan State Spartans,Michigan State,Paul Andrie,QB,74,182,FR,"VALPARAISO, IN",IN,4433
Michigan State Spartans,Michigan State,Delton Williams,RB,73,220,FR,"ERIE, PA",PA,4434
Michigan State Spartans,Michigan State,Jairus Jones,LB,73,213,SR,"TAMPA, FL",FL,4435
Michigan State Spartans,Michigan State,Kevin Cronin,K,73,200,FR,"TRAVERSE CITY, MI",MI,4436
Michigan State Spartans,Michigan State,Gerald Holmes,RB,72,212,FR,"FLINT, MI",MI,4437
Michigan State Spartans,Michigan State,Keith Mumphery,WR,72,208,JR,"VIENNA, GA",GA,4438
Michigan State Spartans,Michigan State,RJ Williamson,S,72,212,SO,"MIDDLETOWN, OH",OH,4439
Michigan State Spartans,Michigan State,Austin Wolfe,WR,0,0,SR,--,--,4440
Michigan State Spartans,Michigan State,Kurtis Drummond,S,73,200,JR,"MASURY, OH",OH,4441
Michigan State Spartans,Michigan State,Denicos Allen,LB,71,218,SR,"HAMILTON, OH",OH,4442
Michigan State Spartans,Michigan State,Mark Meyers,S,72,177,FR,"TOLEDO, OH",OH,4443
Michigan State Spartans,Michigan State,Riley Bullough,RB,74,230,FR,"TRAVERSE CITY, MI",MI,4444
Michigan State Spartans,Michigan State,Darqueze Dennard,CB,71,197,SR,"DRY BRANCH, GA",GA,4445
Michigan State Spartans,Michigan State,Nick Tompkins,RB,69,185,FR,"SNELLVILLE, GA",GA,4446
Michigan State Spartans,Michigan State,Jeremy Langford,RB,72,206,JR,"WAYNE, MI",MI,4447
Michigan State Spartans,Michigan State,Jon Reschke,LB,74,232,FR,"STERLING HEIGHTS, MI",MI,4448
Michigan State Spartans,Michigan State,Taiwan Jones,LB,75,250,JR,"NEW BALTIMORE, MI",MI,4449
Michigan State Spartans,Michigan State,Jalyn Powell,DB,71,183,FR,"WARREN, OH",OH,4450
Michigan State Spartans,Michigan State,Arjen Colquhoun,DB,73,192,SO,--,--,4451
Michigan State Spartans,Michigan State,Trevon Pendleton,FB,71,248,SO,"LUCASVILLE, OH",OH,4452
Michigan State Spartans,Michigan State,Ezra Robinson,DB,72,180,FR,"SARASOTA, FL",FL,4453
Michigan State Spartans,Michigan State,Gabe Augustin,CB,68,176,FR,"FREELAND, MI",MI,4454
Michigan State Spartans,Michigan State,Niko Palazeti,FB,73,252,JR,"NORTHVILLE, MI",MI,4455
Michigan State Spartans,Michigan State,Jermaine Edmondson,CB,72,182,FR,"CANTON, OH",OH,4456
Michigan State Spartans,Michigan State,Max Bullough,LB,75,245,SR,"TRAVERSE CITY, MI",MI,4457
Michigan State Spartans,Michigan State,Kyler Elsworth,LB,73,225,SR,"GOODRICH, MI",MI,4458
Michigan State Spartans,Michigan State,Denzel Drone,DE,74,251,SR,"PLANT CITY, FL",FL,4459
Michigan State Spartans,Michigan State,Ed Davis,LB,75,230,SO,"DETROIT, MI",MI,4460
Michigan State Spartans,Michigan State,Corry Brown,DB,71,170,FR,"THREE RIVERS, MI",MI,4461
Michigan State Spartans,Michigan State,Marcus Rush,DE,74,245,JR,"CINCINNATI, OH",OH,4462
Michigan State Spartans,Michigan State,Darien Harris,LB,72,215,SO,"SILVER SPRING, MD",MD,4463
Michigan State Spartans,Michigan State,Matt Rea,FB,73,247,JR,"ROCHESTER, MI",MI,4464
Michigan State Spartans,Michigan State,Ty Hamilton,FB,72,236,JR,"FENTON, MI",MI,4465
Michigan State Spartans,Michigan State,Pat Rhomberg,LB,72,230,SO,"COLUMBUS, OH",OH,4466
Michigan State Spartans,Michigan State,Shane Jones,LB,73,220,FR,"CINCINNATI, OH",OH,4467
Michigan State Spartans,Michigan State,Sean Harrington,LB,75,188,FR,"COMMERCE TOWNSHIP, MI",MI,4468
Michigan State Spartans,Michigan State,Fou Fonoti,OT,76,298,SR,"LAKEWOOD, CA",CA,4469
Michigan State Spartans,Michigan State,Taybor Pepper,LS,76,200,SO,"SALINE, MI",MI,4470
Michigan State Spartans,Michigan State,Kyle Lints,C,75,298,SO,"TRAVERSE CITY, MI",MI,4471
Michigan State Spartans,Michigan State,Steve Moore,LS,75,225,SR,"PINCONNING, MI",MI,4472
Michigan State Spartans,Michigan State,Connor Kruse,G,76,320,JR,"LOWELL, MI",MI,4473
Michigan State Spartans,Michigan State,Devyn Salmon,DT,73,299,FR,"PLANT CITY, FL",FL,4474
Michigan State Spartans,Michigan State,Leland Ewing,LS,73,227,SR,"JACKSON, MI",MI,4475
Michigan State Spartans,Michigan State,Adam Brown,G,75,280,SO,"COLUMBIA, MD",MD,4476
Michigan State Spartans,Michigan State,Dan France,OL,78,312,SR,"NORTH ROYALTON, OH",OH,4477
Michigan State Spartans,Michigan State,Micajah Reynolds,DL,77,307,SR,"LANSING, MI",MI,4478
Michigan State Spartans,Michigan State,James Bodanis,DL,77,305,JR,"TORONTO, ON",ON,4479
Michigan State Spartans,Michigan State,Tyler Topolinski,DE,75,245,FR,"RICHMOND HILLS, ON",ON,4480
Michigan State Spartans,Michigan State,Travis Jackson,C,75,283,JR,"NEW ALBANY, OH",OH,4481
Michigan State Spartans,Michigan State,Blake Treadwell,G,75,304,SR,"EAST LANSING, MI",MI,4482
Michigan State Spartans,Michigan State,Jack Allen,OL,73,297,SO,"HINSDALE, IL",IL,4483
Michigan State Spartans,Michigan State,Zach Higgins,G,76,314,FR,"ALLIANCE, OH",OH,4484
Michigan State Spartans,Michigan State,Shawn Kamm,OT,79,300,JR,"SAGINAW, MI",MI,4485
Michigan State Spartans,Michigan State,Dennis Finley,OL,78,305,FR,"DETROIT, MI",MI,4486
Michigan State Spartans,Michigan State,Jack Conklin,OT,78,326,FR,"PLAINWELL, MI",MI,4487
Michigan State Spartans,Michigan State,Benny McGowan,G,75,312,FR,"CENTERVILLE, OH",OH,4488
Michigan State Spartans,Michigan State,Donavon Clark,OL,75,300,SO,"CINCINNATI, OH",OH,4489
Michigan State Spartans,Michigan State,Henry Conway,OL,78,327,SR,"SHAKER HEIGHTS, OH",OH,4490
Michigan State Spartans,Michigan State,Kodi Kieler,C,77,326,FR,"ROCKWOOD, MI",MI,4491
Michigan State Spartans,Michigan State,Dylan Chmura,TE,76,243,FR,"WAUKESHA, WI",WI,4492
Michigan State Spartans,Michigan State,Josiah Price,TE,76,243,FR,"GREENTOWN, IN",IN,4493
Michigan State Spartans,Michigan State,Paul Lang,TE,77,260,SO,"PITTSBURGH, PA",PA,4494
Michigan State Spartans,Michigan State,Derek Hoebing,OT,79,299,SR,"VERMILION, OH",OH,4495
Michigan State Spartans,Michigan State,Brock Makaric,WR,0,0,SR,--,--,4496
Michigan State Spartans,Michigan State,Evan Jones,TE,77,249,FR,"WEST LAFAYETTE, OH",OH,4497
Michigan State Spartans,Michigan State,Matt Macksood,WR,71,184,FR,"LANSING, MI",MI,4498
Michigan State Spartans,Michigan State,Tres Barksdale,WR,74,194,FR,"SOLON, OH",OH,4499
Michigan State Spartans,Michigan State,Brandon Clemons,DL,75,297,SO,"MILFORD, PA",PA,4500
Michigan State Spartans,Michigan State,Monty Madaris,WR,73,198,FR,"CINCINNATI, OH",OH,4501
Michigan State Spartans,Michigan State,Shilique Calhoun,DE,76,250,SO,"MIDDLETOWN, NJ",NJ,4502
Michigan State Spartans,Michigan State,John Jakubik,WR,72,188,JR,"PLYMOUTH, MI",MI,4503
Michigan State Spartans,Michigan State,Tyler Hoover,DT,79,290,SR,"NOVI, MI",MI,4504
Michigan State Spartans,Michigan State,Andrew Gleichert,TE,77,263,JR,"ANN ARBOR, MI",MI,4505
Michigan State Spartans,Michigan State,Joel Heath,DE,78,260,SO,"CINCINNATI, OH",OH,4506
Michigan State Spartans,Michigan State,Damon Knox,DL,76,276,SO,"MUSKEGON, MI",MI,4507
Michigan State Spartans,Michigan State,Michael Dennis,TE,79,299,JR,"CAREY, OH",OH,4508
Michigan State Spartans,Michigan State,Noah Jones,DL,75,276,FR,"FORT LAUDERDALE, FL",FL,4509
Michigan State Spartans,Michigan State,Tim Wojniak,TE,75,232,JR,"UTICA, MI",MI,4510
Michigan State Spartans,Michigan State,David Fennell,DT,74,267,FR,"PORTLAND, OR",OR,4511
Michigan State Spartans,Michigan State,Mark Scarpinato,DL,75,286,SO,"MILWAUKEE, WI",WI,4512
Michigan State Spartans,Michigan State,Demetrius Cooper,DE,77,208,FR,"CHICAGO, IL",IL,4513
Michigan State Spartans,Michigan State,James Kittredge,DL,76,252,JR,"RAMSEY, NJ",NJ,4514
Minnesota Golden Gophers,Minnesota,KJ Maye,WR,70,197,SO,"MOBILE, AL",AL,4515
Minnesota Golden Gophers,Minnesota,Cedric Thompson,DB,70,211,JR,"CALIPATRIA, CA",CA,4516
Minnesota Golden Gophers,Minnesota,Dexter Foreman,QB,73,220,SO,"MANVEL, TX",TX,4517
Minnesota Golden Gophers,Minnesota,Martez Shabazz,DB,71,172,SR,"DESOTO, TX",TX,4518
Minnesota Golden Gophers,Minnesota,Donovahn Jones,QB,75,190,FR,"STOCKBRIDGE, GA",GA,4519
Minnesota Golden Gophers,Minnesota,Chris Streveler,QB,74,209,FR,"CRYSTAL LAKE, IL",IL,4520
Minnesota Golden Gophers,Minnesota,Damien Wilson,LB,74,254,JR,"GLOSTER, MS",MS,4521
Minnesota Golden Gophers,Minnesota,Grayson Levine,DB,71,202,JR,"EDEN PRAIRIE, MN",MN,4522
Minnesota Golden Gophers,Minnesota,Mitch Leidner,QB,76,233,FR,"LAKEVILLE, MN",MN,4523
Minnesota Golden Gophers,Minnesota,Damarius Travis,DB,74,208,SO,"PENSACOLA, FL",FL,4524
Minnesota Golden Gophers,Minnesota,Daletavious McGhee,DB,73,195,FR,"DECATUR, GA",GA,4525
Minnesota Golden Gophers,Minnesota,Cameron Wilson,WR,75,215,JR,"ROCKWALL, TX",TX,4526
Minnesota Golden Gophers,Minnesota,James Manuel,LB,74,225,SR,"INDIANAPOLIS, IN",IN,4527
Minnesota Golden Gophers,Minnesota,Philip Nelson,QB,74,215,SO,"MANKATO, MN",MN,4528
Minnesota Golden Gophers,Minnesota,Eric Carter,WR,71,185,FR,"LAKELAND, FL",FL,4529
Minnesota Golden Gophers,Minnesota,Antonio Johnson,DB,72,207,SO,"CLEVELAND, OH",OH,4530
Minnesota Golden Gophers,Minnesota,Andre McDonald,WR,74,200,FR,"MINNETONKA, MN",MN,4531
Minnesota Golden Gophers,Minnesota,Steven Montgomery,DB,70,210,SO,"MIRAMAR, FL",FL,4532
Minnesota Golden Gophers,Minnesota,Derrick Wells,DB,72,206,JR,"LEHIGH ACRES, FL",FL,4533
Minnesota Golden Gophers,Minnesota,Connor Cosgrove,WR,72,175,JR,"FITCHBURG, WI",WI,4534
Minnesota Golden Gophers,Minnesota,Isaac Fruechte,WR,75,204,JR,"CALEDONIA, MN",MN,4535
Minnesota Golden Gophers,Minnesota,Marcus Jones,DB,68,166,JR,"WAKE FOREST, NC",NC,4536
Minnesota Golden Gophers,Minnesota,Conor Rhoda,QB,74,180,FR,"EAGAN, MN",MN,4537
Minnesota Golden Gophers,Minnesota,Jamel Harbison,WR,71,199,FR,"CHARLOTTE, NC",NC,4538
Minnesota Golden Gophers,Minnesota,Logan Hutton,WR,73,181,JR,"LA MARQUE, TX",TX,4539
Minnesota Golden Gophers,Minnesota,Derrick Engel,WR,74,187,SR,"CHASKA, MN",MN,4540
Minnesota Golden Gophers,Minnesota,Peter Westerhaus,LB,75,230,SO,"CHANHASSEN, MN",MN,4541
Minnesota Golden Gophers,Minnesota,Michael Conway,QB,77,205,FR,"LA CRESCENT, MN",MN,4542
Minnesota Golden Gophers,Minnesota,Cedric Dicke,LB,75,221,FR,"CANNON FALLS, MN",MN,4543
Minnesota Golden Gophers,Minnesota,Donnell Kirkwood,RB,70,223,JR,"DELRAY BEACH, FL",FL,4544
Minnesota Golden Gophers,Minnesota,James Gillum,RB,71,214,SR,"PEARL RIVER, LA",LA,4545
Minnesota Golden Gophers,Minnesota,Brock Vereen,DB,72,202,SR,"VALENCIA, CA",CA,4546
Minnesota Golden Gophers,Minnesota,Jeremy Baltazar,DB,72,197,SR,"CORONA, CA",CA,4547
Minnesota Golden Gophers,Minnesota,Jeff Borchardt,WR,72,185,FR,"MEDINA, MN",MN,4548
Minnesota Golden Gophers,Minnesota,EJ Sardinha,WR,73,197,FR,"WELLINGTON, FL",FL,4549
Minnesota Golden Gophers,Minnesota,Kyle Fodness,K,71,198,FR,"BEMIDJI, MN",MN,4550
Minnesota Golden Gophers,Minnesota,Devon Wright,WR,72,196,JR,"CORAL SPRINGS, FL",FL,4551
Minnesota Golden Gophers,Minnesota,De'Vondre Campbell,LB,77,225,SO,"FORT MYERS, FL",FL,4552
Minnesota Golden Gophers,Minnesota,Brian Smith,WR,76,212,FR,"MILWAUKEE, WI",WI,4553
Minnesota Golden Gophers,Minnesota,David Cobb,RB,71,225,JR,"KILLEEN, TX",TX,4554
Minnesota Golden Gophers,Minnesota,Jalen Myrick,DB,70,200,FR,"BLOOMINGDALE, GA",GA,4555
Minnesota Golden Gophers,Minnesota,Ryan Santoso,K,77,260,FR,"PACE, FL",FL,4556
Minnesota Golden Gophers,Minnesota,Briean Boddy-Calhoun,DB,71,186,JR,"WILMINGTON, DE",DE,4557
Minnesota Golden Gophers,Minnesota,Kasey Robinson,WR,69,152,SO,"MINNEAPOLIS, MN",MN,4558
Minnesota Golden Gophers,Minnesota,Mike Henry,FB,73,231,SR,"MAHTOMEDI, MN",MN,4559
Minnesota Golden Gophers,Minnesota,Chris Wipson,LB,74,210,FR,"WAYZATA, MN",MN,4560
Minnesota Golden Gophers,Minnesota,Cole Banham,RB,69,188,JR,"LAKEVILLE, MN",MN,4561
